id_podcast;Title;URL;Artist;Views;Duration;Likes;Publish Date;Description
103;Krisis Iklim dan Ketimpangan: Bisakah Teknologi Jadi Penyelamat? - Neneng Goenadi | Endgame #84;https://www.youtube.com/watch?v=3wV0bcQdrcE;Gita Wirjawan;62609;PT1H24M58S;1133;2022-07-21T10:30:13Z;"Ladang subur para pemain teknologi di Indonesia bisa jadi bukanlah metaverse atau web3, tapi perubahan iklim dan kesenjangan kesempatan ekonomi perkotaan dan daerah. Apa saja yang bisa dilakukan? Sebuah studi kasus bersama Grab Indonesia. -------------------------- Pre-Order merchandise resmi Endgame: https://wa.me//628119182045 Berminat menjadi ""policy leaders"" berikutnya? Hubungi: admissions.sgpp.ac.id admissions@sgpp.ac.id https://wa.me/628111522504 Playlist episode ""Endgame"" lainnya: https://endgame.id/season2 https://endgame.id/season1 https://endgame.id/thetake Dengarkan juga di Spotify: https://open.spotify.com/show/72q1XjiuFViF2tx7IbQ5X5?si=B-l7hi7ET7uYmu6kbyhs7w Kunjungi dan subscribe: https://www.youtube.com/channel/UCu8fHdbHwJ1MFqf7Uz95aFw https://www.youtube.com/c/VisinemaPictures --------------------------"
104;Kritik Mahathir Mohamad Terhadap Demokrasi dan Pendidikan | Endgame #83 (Luminaries);https://www.youtube.com/watch?v=av3ezvREk5g;Gita Wirjawan;315774;PT1H2M7S;9649;2022-07-14T12:00:13Z;"Kekuasaan datang dan pergi, nurani dan kebijaksanaan kekal. Sebuah retrospeksi dan harapan dari pemimpin terlama Malaysia dan salah satu figur paling dikenal dalam sejarah Asia dan negara-negara berkembang, Tun Dr Mahathir bin Mohamad. -------------------------- Beberapa buku Dr Mahathir yang saya baca: The Malay Dilemma https://www.goodreads.com/book/show/339251.The_Malay_Dilemma A Doctor in the House: The Memoirs of Tun Dr Mahathir Mohamad https://www.goodreads.com/book/show/10749266-a-doctor-in-the-house Capturing Hope - The Struggle Continues for a New Malaysia https://www.goodreads.com/book/show/59798516-capturing-hope---the-struggle-continues-for-a-new-malaysia Pre-Order merchandise resmi Endgame: https://wa.me//628119182045 Berminat menjadi pemimpin visioner berikutnya? Hubungi SGPP Indonesia di: admissions.sgpp.ac.id admissions@sgpp.ac.id https://wa.me/628111522504 Playlist episode ""Endgame"" lainnya: https://endgame.id/season2 https://endgame.id/season1 https://endgame.id/thetake Dengarkan juga di Spotify: https://open.spotify.com/show/72q1XjiuFViF2tx7IbQ5X5?si=B-l7hi7ET7uYmu6kbyhs7w Kunjungi dan subscribe: https://www.youtube.com/channel/UCu8fHdbHwJ1MFqf7Uz95aFw https://www.youtube.com/c/VisinemaPictures ------------------------- ⏱ 00:00 Intro 01:46 Politisi Yang Jadi Dokter 03:33 Memimpin = Mengubah Mindset 12:51 Evolusi Demokrasi 19:04 Demokratisasi Talenta 27:15 Islam 40:53 Pendidikan 51:44 Keluarga 54:49 Visi dan Prioritas"
105;Belajar Meramal dari Pemodal Ventura - Nicko Widjaja | Endgame #82;https://www.youtube.com/watch?v=0WW_vq3yNaw;Gita Wirjawan;144465;PT1H28M5S;2448;2022-07-07T11:00:13Z;"Segala sesuatu ada masanya. Tapi saat orang lain mulai pesimis, itulah saatnya kita memulai sesuatu. Dengan pengalaman lebih dari 1 dekade di permodalan ventura dan hampir separuh hidup di dunia startup dan teknologi, Nicko Widjaja sudah terbiasa berbicara apa adanya (dan tak jarang juga menyampaikan kabar buruk) kepada para pendiri startup. Apa yang mendasari menyusutnya modal untuk perusahaan rintisan (startup) di seluruh dunia? Dan berapa lama koreksi yang disebut-sebut sebagai “startup winter” ini akan berlanjut? -------------------------- Pre-Order merchandise resmi Endgame: https://wa.me//628119182045 Berminat menjadi ""policy leaders"" berikutnya? Hubungi: admissions.sgpp.ac.id admissions@sgpp.ac.id https://wa.me/628111522504 Playlist episode ""Endgame"" lainnya: https://endgame.id/season2 https://endgame.id/season1 https://endgame.id/thetake Dengarkan juga di Spotify: https://open.spotify.com/show/72q1XjiuFViF2tx7IbQ5X5?si=B-l7hi7ET7uYmu6kbyhs7w Kunjungi dan subscribe: https://www.youtube.com/channel/UCu8fHdbHwJ1MFqf7Uz95aFw https://www.youtube.com/c/VisinemaPictures -------------------------- ⏱ 0:00:00 Intro 0:01:40 Si 'Hopeless Romantic' 0:12:24 600 Unicorn Setahun 0:22:17 Jangan FOMO Lupa Risiko 0:29:34 Inflasi 0:39:26 ‘Greater Fool Game’ 0:51:09 Inklusi dan Kesetaraan 0:56:28 Modal Ikut Momentum 1:01:50 Deep Tech di ASEAN 1:10:26 Talenta"
106;Masalah Utama Brand Lokal yang Ingin Go Global - Achmad Alkatiri | Endgame #81;https://www.youtube.com/watch?v=ayh1aKY7r6E;Gita Wirjawan;82403;PT1H38M57S;1602;2022-05-18T10:30:14Z;"Apa sebenarnya yang menghalangi Indonesia untuk bisa punya brand yang dikenal seantero dunia seperti Nike, Apple dan Unilever? Pendiri Hypefast dan mantan Chief Marketing Officer (CMO) Lazada Indonesia, Achmad Alkatiri bicara pengalamannya berinteraksi dengan ratusan pendiri brand lokal. Hypefast adalah pelopor dan house of e-commerce native brands di kawasan Asia Tenggara. Hypefast berpartner dengan jenama-jenama lokal terbaik di Asia Tenggara untuk meningkatkan skala produksi dan penjualan dengan bantuan investasi, tim yang berpengalaman, dan ekosistem serta infrastruktur ritel yang kuat. -------------------------- Pre-Order merchandise resmi Endgame: https://wa.me//628119182045 Info pendaftaran program Master of Public Policy di SGPP Indonesia: admissions.sgpp.ac.id admissions@sgpp.ac.id https://wa.me/628111522504 Playlist episode ""Endgame"" lainnya: https://endgame.id/season2 https://endgame.id/season1 https://endgame.id/thetake Dengarkan juga di Spotify: https://open.spotify.com/show/72q1XjiuFViF2tx7IbQ5X5?si=B-l7hi7ET7uYmu6kbyhs7w Kunjungi dan subscribe: https://www.youtube.com/channel/UCu8fHdbHwJ1MFqf7Uz95aFw https://www.youtube.com/c/VisinemaPictures --------------------------"
107;Bumi Sedang Demam, Sudahkah Semua Paham? - Afutami | Endgame #80;https://www.youtube.com/watch?v=uebLVs211rM;Gita Wirjawan;252268;PT1H39M39S;5870;2022-05-11T11:00:13Z;"Ekonom lingkungan dan co-founder Think Policy Indonesia, Andhyta Firselly Utami bersuara mengenai adanya tantangan sekaligus harapan yang belum disadari secara memadai oleh semua kalangan, yaitu kemakmuran yang dirancang di atas bumi yang lestari dan layak huni. -------------------------- Pre-Order merchandise resmi Endgame: https://wa.me//628119182045 Info pendaftaran program Master of Public Policy di SGPP Indonesia: admissions.sgpp.ac.id admissions@sgpp.ac.id https://wa.me/628111522504 Playlist episode ""Endgame"" lainnya: https://endgame.id/season2 https://endgame.id/season1 https://endgame.id/thetake Dengarkan juga di Spotify: https://open.spotify.com/show/72q1XjiuFViF2tx7IbQ5X5?si=B-l7hi7ET7uYmu6kbyhs7w Kunjungi dan subscribe: https://www.youtube.com/channel/UCu8fHdbHwJ1MFqf7Uz95aFw https://www.youtube.com/c/VisinemaPictures --------------------------"
108;Ted Fishman: Tulis Buku yang Ingin Kau Baca | Endgame #79;https://www.youtube.com/watch?v=cF5-RYeSPjE;Gita Wirjawan;58600;PT1H44M39S;1037;2022-05-04T12:30:13Z;"Jurnalis dan penulis dua buku bestseller (China Inc. dan Shock of Gray), Ted Fishman bercerita tentang pengalaman hidupnya di Indonesia dan proses amalgamasi berbagai minat yang memungkinkannya untuk dapat menulis mengenai topik yang rumit dan membuatnya dapat dipahami dan punya makna bagi khalayak umum. -------------------------- Pre-Order merchandise resmi Endgame: https://wa.me//628119182045 Info pendaftaran program Master of Public Policy di SGPP Indonesia: admissions.sgpp.ac.id admissions@sgpp.ac.id https://wa.me/628111522504 Playlist episode ""Endgame"" lainnya: https://endgame.id/season2 https://endgame.id/season1 https://endgame.id/thetake Dengarkan juga di Spotify: https://open.spotify.com/show/72q1XjiuFViF2tx7IbQ5X5?si=B-l7hi7ET7uYmu6kbyhs7w Kunjungi dan subscribe: https://www.youtube.com/channel/UCu8fHdbHwJ1MFqf7Uz95aFw https://www.youtube.com/c/VisinemaPictures --------------------------"
109;Sebuah Keagungan dalam Penantian - Chris Bennett | Endgame #78;https://www.youtube.com/watch?v=OQ4KdWQmRGQ;Gita Wirjawan;123333;PT1H16M59S;3058;2022-04-27T11:15:14Z;"Sabar serta adaptif. Tangguh namun rendah hati. Saling terhubung untuk saling menguatkan. Layaknya sifat sebuah pohon, Indonesia pun diberkahi dengan memiliki etos-etos yang bisa jadi modal kita untuk merancang masa depan kita sebagai bangsa yang besar. Christopher Patrick Alexander Bennett adalah asisten profesor di University of British Columbia Kanada dan peneliti di Center for Transdisciplinary and Sustainability Sciences di Institut Pertanian Bogor. Selama lebih dari 30 tahun, Chris mempelajari pembangunan berkelanjutan terutama di bidang kehutanan dan agroforestri dan hubungannya dengan sumber daya air. -------------------------- Pre-Order merchandise resmi Endgame: https://wa.me//628119182045 Info pendaftaran program Master of Public Policy di SGPP Indonesia: admissions.sgpp.ac.id admissions@sgpp.ac.id https://wa.me/628111522504 Playlist episode ""Endgame"" lainnya: https://www.youtube.com/playlist?list=PL-hh_bKgnJ6Ei5kSajZ1I6ZdmLXhbMzOL Dengarkan juga di Spotify: https://open.spotify.com/show/72q1XjiuFViF2tx7IbQ5X5?si=B-l7hi7ET7uYmu6kbyhs7w Kunjungi dan subscribe: https://www.youtube.com/channel/UCu8fHdbHwJ1MFqf7Uz95aFw https://www.youtube.com/c/VisinemaPictures --------------------------"
110;Maudy Ayunda: Kartini Modern Berani Tantang Status Quo | Endgame #77;https://www.youtube.com/watch?v=iuxWjJftFGY;Gita Wirjawan;888074;PT1H29M15S;23565;2022-04-20T10:45:11Z;"Memahami jalan berpikir Maudy Ayunda yang jarang kita dengar sebelumnya. Dari mengenali konsep diri, ide-idenya untuk inovasi pendidikan hingga pentingnya membarengi 'passion' dan harapan dengan pemikiran kritis. -------------------------- Pre-Order merchandise resmi Endgame: https://wa.me//628119182045 Info pendaftaran program Master of Public Policy di SGPP Indonesia: admissions.sgpp.ac.id admissions@sgpp.ac.id https://wa.me/628111522504 Playlist episode ""Endgame"" lainnya: https://www.youtube.com/playlist?list=PL-hh_bKgnJ6Ei5kSajZ1I6ZdmLXhbMzOL Dengarkan juga di Spotify: https://open.spotify.com/show/72q1XjiuFViF2tx7IbQ5X5?si=B-l7hi7ET7uYmu6kbyhs7w Kunjungi dan subscribe: https://www.youtube.com/channel/UCu8fHdbHwJ1MFqf7Uz95aFw https://www.youtube.com/c/VisinemaPictures -------------------------- Maudy dan Gagasannya Mengenai: 0:00:00 Intro 0:02:21 Masa Kecil Maudy 0:08:03 Berwirausaha 0:12:30 Berpikir Kritis 0:19:59 Belajar dari Sejarah 0:26:34 Pilih Jurusan S2 0:33:40 Multi-identitas 0:40:17 Dilema Bisnis dan Pendidikan 0:51:30 Budaya Cinta Belajar 1:02:32 Cara Bertanya 1:10:51 Politik dan Aksi Kolektif 1:17:46 Misi Budaya 1:24:59 Insecurity"
111;Sehat, Cerdas, dan Bahagia Lewat Ekonomi Digital - Andi Kristianto | Endgame #76;https://www.youtube.com/watch?v=si2zu7KdVRQ;Gita Wirjawan;79770;PT1H29M49S;1333;2022-04-13T10:15:11Z;"CEO PT Telkomsel Ekosistem Digital atau INDICO, Andi Kristianto membahas berbagai aset yang dimiliki Indonesia sebagai ekonomi digital terbesar di Asia Tenggara dan kebijaksanaan yang didapat dari pengalamannya memimpin berbagai divisi dan inisiatif di Telkomsel selama 20 tahun. Bergerak dari pemahaman mendalam terhadap basis pengguna produk telekomunikasi di Indonesia, PT Telkomsel Ekosistem Digital atau INDICO lahir untuk menjadi “horizontal enabler” bagi berbagai ide dan solusi peningkatan kualitas hidup berbasis digital, dimulai dari pendidikan, kesehatan preventif, dan gaming. Sebuah kolaborasi dengan INDICO. Baca lebih lanjut mengenai misi Indico mengakselerasi inovasi digital Indonesia: https://indicocompany.com -------------------------- Pre-Order merchandise resmi Endgame: https://wa.me//628119182045 Info pendaftaran program Master of Public Policy di SGPP Indonesia: admissions.sgpp.ac.id admissions@sgpp.ac.id https://wa.me/628111522504 Playlist episode ""Endgame"" lainnya: https://www.youtube.com/playlist?list=PL-hh_bKgnJ6Ei5kSajZ1I6ZdmLXhbMzOL Dengarkan juga di Spotify: https://open.spotify.com/show/72q1XjiuFViF2tx7IbQ5X5?si=B-l7hi7ET7uYmu6kbyhs7w Kunjungi dan subscribe: https://www.youtube.com/channel/UCu8fHdbHwJ1MFqf7Uz95aFw https://www.youtube.com/c/VisinemaPictures -------------------------- Lompat ke Pembahasan Mengenai: 0:00:00 Intro 0:02:24 Mahasiswa Elektro 0:13:50 Karir di Telkomsel 0:26:13 Menggandeng Ekosistem 0:28:49 Gaming 0:41:08 Edutech 0:56:25 Health-tech 1:00:34 Tuntutan 5G 1:06:16 Membangunkan Raksasa 1:15:14 Berkaca dengan Raksasa Luar"
112;Jurus Tunggangi Bonus Demografi: Vokasi - Tomy Yunus | Endgame #75;https://www.youtube.com/watch?v=xR5tuIHAdBs;Gita Wirjawan;107598;PT1H23M57S;2253;2022-04-06T11:15:15Z;"Co-founder platform upskilling online untuk bahasa asing dan vokasional Cakap, Tomy Yunus bicara jutaan peluang baru yang dapat terwujud bila kehausan setiap orang untuk belajar keterampilan baru (seperti bahasa asing) dapat dipertemukan dengan solusi pembelajaran yang akurat. Sebuah kolaborasi dengan Cakap. -------------------------- Download Aplikasi Cakap: https://cakap.app.link/YTEndgame Pre-Order merchandise resmi Endgame: https://wa.me//628119182045 Info pendaftaran program Master of Public Policy di SGPP Indonesia: admissions.sgpp.ac.id admissions@sgpp.ac.id https://wa.me/628111522504 Playlist episode ""Endgame"" lainnya: https://www.youtube.com/playlist?list=PL-hh_bKgnJ6Ei5kSajZ1I6ZdmLXhbMzOL Dengarkan juga di Spotify: https://open.spotify.com/show/72q1XjiuFViF2tx7IbQ5X5?si=B-l7hi7ET7uYmu6kbyhs7w Kunjungi dan subscribe: https://www.youtube.com/channel/UCu8fHdbHwJ1MFqf7Uz95aFw https://www.youtube.com/c/VisinemaPictures --------------------------"
113;Faisal Basri: Prioritas Kita Berbenah, Bukan Pindah | Endgame #74;https://www.youtube.com/watch?v=52JHSp4HGYg;Gita Wirjawan;560977;PT1H47M55S;7967;2022-03-30T12:00:16Z;"Pakar ekonomi senior Indonesia, sekaligus salah satu tokoh yang berperan saat reformasi 1998 menjabarkan hal-hal yang harus dibenahi dari sistem politik maupun tata kelola ekonomi Indonesia jika tidak ingin terjebak di kelompok negara berpendapatan menengah (middle income trap). -------------------------- Pre-Order merchandise resmi Endgame: https://wa.me//628119182045 Info pendaftaran program Master of Public Policy di SGPP Indonesia: admissions.sgpp.ac.id admissions@sgpp.ac.id https://wa.me/628111522504 Playlist episode ""Endgame"" lainnya: https://www.youtube.com/playlist?list=PL-hh_bKgnJ6Ei5kSajZ1I6ZdmLXhbMzOL Dengarkan juga di Spotify: https://open.spotify.com/show/72q1XjiuFViF2tx7IbQ5X5?si=B-l7hi7ET7uYmu6kbyhs7w Kunjungi dan subscribe: https://www.youtube.com/channel/UCu8fHdbHwJ1MFqf7Uz95aFw https://www.youtube.com/c/VisinemaPictures -------------------------- Sumber-sumber data dan penjelasan: Badan Pusat Statistik Kementerian Keuangan Kadata World Bank International Monetary Fund OECD Tradingeconomics.com Investopedia Ocasio-cortez.house.gov -------------------------- Loncat ke Pembahasan Tentang: 0:00:00 Intro 0:02:32 Kesahajaan 0:15:34 Memimpin Orang-Orang Pintar 0:18:07 Keterlibatan di Politik 0:22:53 Langgengnya Rezim 0:31:03 Ideologi dan Identitas 0:39:25 Meritokrasi vs Patronase 0:50:05 ""Jantung"" Ekonomi 0:59:11 ""Darah"" Ekonomi 1:09:24 Korelasi Kepastian Hukum dan Investasi 1:19:41 Kekuatan Maritim 1:29:39 Transformasi Ekonomi 1:41:38 Demokrasi Substansial"
114;Ekosistem Digital Berbasis Kepercayaan dan Integritas - Vincent Iswara | Endgame #73;https://www.youtube.com/watch?v=LxVD4pRPGwc;Gita Wirjawan;87721;PT1H32M58S;1655;2022-03-23T11:01:08Z;"CEO sekaligus Co-founder DANA, Vincent Iswara bicara mimpi Indonesia mencapai potensi maksimalnya dengan menanamkan nilai-nilai meritokrasi dan transparansi baik di lingkungan kerja yang dipimpinnya, maupun layanan keuangan digital yang dikembangkannya. Sebuah kolaborasi dengan DANA. -------------------------- Pre-Order merchandise resmi Endgame: https://wa.me//628119182045 Info pendaftaran program Master of Public Policy di SGPP Indonesia: admissions.sgpp.ac.id admissions@sgpp.ac.id https://wa.me/628111522504 Playlist episode ""Endgame"" lainnya: https://www.youtube.com/playlist?list=PL-hh_bKgnJ6Ei5kSajZ1I6ZdmLXhbMzOL Dengarkan juga di Spotify: https://open.spotify.com/show/72q1XjiuFViF2tx7IbQ5X5?si=B-l7hi7ET7uYmu6kbyhs7w Kunjungi dan subscribe: https://www.youtube.com/channel/UCu8fHdbHwJ1MFqf7Uz95aFw https://www.youtube.com/c/VisinemaPictures -------------------------- Loncat ke Cerita Tentang: 0:00:00 Intro 0:02:18 Vince Kecil 0:12:08 Peran Passion 0:23:53 Dari Teknik ke Manajemen 0:31:35 Kapan Harus Spesialisasi? 0:39:03 ""Terlalu Visioner"" 0:48:37 Budaya di DANA 0:51:51 Belum Saatnya Kompetisi 1:01:32 Batasan Struktural Adopsi Pembayaran Digital 1:10:42 Mahalnya Distribusi Uang Tunai 1:15:19 Modal Asing 1:22:45 Potensi Maksimal"
115;Penundaan Pemilu dari Kacamata Hukum - Denny Indrayana | Endgame #72;https://www.youtube.com/watch?v=9c1rhFyL-gc;Gita Wirjawan;77897;PT1H44M1S;1187;2022-03-16T10:30:17Z;"Mantan Wakil Menteri Hukum dan HAM (Wamenkumham) RI dan dosen tamu di Melbourne University Law School Denny Indrayana mempertanyakan kompetensi dan hati nurani banyak pejabat publik yang akhir-akhir ini hobi menggonta-ganti aturan dan sistem tanpa menyelesaikan akar permasalahan. -------------------------- Pre-Order merchandise resmi Endgame: https://wa.me//628119182045 Info pendaftaran program Master of Public Policy di SGPP Indonesia: admissions.sgpp.ac.id admissions@sgpp.ac.id https://wa.me/628111522504 Playlist episode ""Endgame"" lainnya: https://www.youtube.com/playlist?list=PL-hh_bKgnJ6Ei5kSajZ1I6ZdmLXhbMzOL Dengarkan juga di Spotify: https://open.spotify.com/show/72q1XjiuFViF2tx7IbQ5X5?si=B-l7hi7ET7uYmu6kbyhs7w Kunjungi dan subscribe: https://www.youtube.com/channel/UCu8fHdbHwJ1MFqf7Uz95aFw https://www.youtube.com/c/VisinemaPictures --------------------------"
116;Raffi Ahmad: Hidup untuk Mati | Endgame #71;https://www.youtube.com/watch?v=BIjrL976Zwo;Gita Wirjawan;955737;PT1H18M54S;22503;2022-03-09T10:00:13Z;"Sukses kerap berujung gagal bila disertai keangkuhan, namun gagal juga mampu melahirkan kesuksesan tertinggi, yaitu kebijaksanaan. Rupa, pamor dan harta tidak kekal, tetapi ada yang bisa kita tinggalkan untuk generasi berikutnya, yaitu etos kerja, kerendahan hati dan karya. -------------------------- Pre-Order merchandise resmi Endgame: https://wa.me//628119182045 Info pendaftaran program Master of Public Policy di SGPP Indonesia: admissions.sgpp.ac.id admissions@sgpp.ac.id https://wa.me/628111522504 Playlist episode ""Endgame"" lainnya: https://www.youtube.com/playlist?list=PL-hh_bKgnJ6Ei5kSajZ1I6ZdmLXhbMzOL Dengarkan juga di Spotify: https://open.spotify.com/show/72q1XjiuFViF2tx7IbQ5X5?si=B-l7hi7ET7uYmu6kbyhs7w Kunjungi dan subscribe: https://www.youtube.com/channel/UCu8fHdbHwJ1MFqf7Uz95aFw https://www.youtube.com/c/VisinemaPictures --------------------------"
117;Mengendalikan Ekonomi Bukan Sekedar Menggeser Tiang Gawang - Prof Iwan Jaya Azis | Endgame #70;https://www.youtube.com/watch?v=t8IBr3BNkNs;Gita Wirjawan;136746;PT1H32M46S;2650;2022-03-02T10:30:10Z;"Suatu kebijakan ekonomi masih perlu ditopang oleh institusi, SDM dan modal sosial yang kuat untuk dapat berhasil menjawab tantangan global. Dr. Iwan Jaya Azis, ekonom dan profesor di Dyson School of Applied Economics Cornell University membedah berbagai pelajaran dari beberapa krisis keuangan, penyebab kesenjangan, hingga pandangannya mengenai mata uang kripto. -------------------------- Pre-Order merchandise resmi Endgame: https://wa.me//628119182045 Info pendaftaran program Master of Public Policy di SGPP Indonesia: admissions.sgpp.ac.id admissions@sgpp.ac.id https://wa.me/628111522504 Playlist episode ""Endgame"" lainnya: https://www.youtube.com/playlist?list=PL-hh_bKgnJ6Ei5kSajZ1I6ZdmLXhbMzOL Dengarkan juga di Spotify: https://open.spotify.com/show/72q1XjiuFViF2tx7IbQ5X5?si=B-l7hi7ET7uYmu6kbyhs7w Kunjungi dan subscribe: https://www.youtube.com/channel/UCu8fHdbHwJ1MFqf7Uz95aFw https://www.youtube.com/c/VisinemaPictures --------------------------"
118;Buka Jalan Menuju Mimpi dan Pengetahuan - Ketty Lie | Endgame #69;https://www.youtube.com/watch?v=Wd9Wc3g1g0k;Gita Wirjawan;96382;PT1H25M37S;1891;2022-02-23T10:16:03Z;"Co-founder ErudiFi (Danacita) Ketty Lie mengenai minat belajar orang Indonesia dan misi membuka akses ke pendidikan yang inklusif, berkualitas, dan relevan dengan tantangan masa depan. -------------------------- Pre-Order merchandise resmi Endgame: https://wa.me//628119182045 Info pendaftaran program Master of Public Policy di SGPP Indonesia: admissions.sgpp.ac.id admissions@sgpp.ac.id https://wa.me/628111522504 Playlist episode ""Endgame"" lainnya: https://www.youtube.com/playlist?list=PL-hh_bKgnJ6Ei5kSajZ1I6ZdmLXhbMzOL Dengarkan juga di Spotify: https://open.spotify.com/show/72q1XjiuFViF2tx7IbQ5X5?si=B-l7hi7ET7uYmu6kbyhs7w Kunjungi dan subscribe: https://www.youtube.com/channel/UCu8fHdbHwJ1MFqf7Uz95aFw https://www.youtube.com/c/VisinemaPictures -------------------------- Pandangan Ketty Mengenai: 0:00:00 Intro 0:02:19 Pencarian Jati Diri 0:08:43 NGO atau Swasta? 0:19:13 ErudiFi 0:26:46 Model Bisnis & Risiko 0:36:37 Pendidikan Sebagai Investasi 0:50:19 Keterampilan Berpikir 1:00:54 Update Kurikulum dan Metode Belajar 1:09:43 Pengembangan Berikutnya 1:18:31 Agen Perubahan"
119;Kecerdasan dan Kebahagiaan dari Perspektif Neurosains - Ryu Hassan | Endgame #68;https://www.youtube.com/watch?v=iFghbhtpcUI;Gita Wirjawan;2028870;PT1H44M11S;32283;2022-02-16T13:00:17Z;"Pakar neuroscience dr. Roslan Yusni Hasan, Sp.BS atau yang lebih dikenal dengan Ryu Hasan percaya salah satu kunci kebahagiaan adalah kemampuan mengendalikan emosi agar tidak terlalu sering membajak akal sehat. Tapi dari sudut pandang ilmu saraf, sejauh mana otak manusia modern, yang hakikatnya tidak jauh berbeda dengan otak para pendahulunya, punya kuasa atas semua keputusan-keputusan yang diambilnya? -------------------------- Pre-Order merchandise resmi Endgame: https://wa.me//628119182045 Info pendaftaran program Master of Public Policy di SGPP Indonesia: admissions.sgpp.ac.id admissions@sgpp.ac.id https://wa.me/628111522504 Playlist episode ""Endgame"" lainnya: https://www.youtube.com/playlist?list=PL-hh_bKgnJ6Ei5kSajZ1I6ZdmLXhbMzOL Dengarkan juga di Spotify: https://open.spotify.com/show/72q1XjiuFViF2tx7IbQ5X5?si=B-l7hi7ET7uYmu6kbyhs7w Kunjungi dan subscribe: https://www.youtube.com/channel/UCu8fHdbHwJ1MFqf7Uz95aFw https://www.youtube.com/c/VisinemaPictures -------------------------- Loncat ke Pemikiran dr. Ryu Mengenai: 0:00:00 Intro 0:02:10 Childhood 0:11:36 Kecerdasan Emosi 0:19:17 Kecerdasan Sosial 0:26:10 Pentingnya Fiksi 0:33:03 Realita Intersubyektif 0:43:59 Makna Menjadi Manusia 0:59:10 Cara Berpikir Menghadapi Entropi 1:10:22 Kebijaksanaan 1:15:43 Menangani Depresi 1:24:34 Indonesia 2045 1:33:52 Keseimbangan Alam"
120;Haris Azhar: Menjaga Kebebasan Berolah Pikir | Endgame #67;https://www.youtube.com/watch?v=2j4kJSeBb6Y;Gita Wirjawan;225788;PT1H42M45S;5134;2022-02-09T10:15:14Z;"Haris Azhar berdiskusi tentang kebebasan dan bagaimana kita memenjarakan diri sendiri dengan kurangnya kemampuan berpikir filosofis dan pemahaman akan penegakan hukum dan hak asasi manusia. -------------------------- Pre-Order merchandise resmi Endgame: https://wa.me//628119182045 Info pendaftaran program Master of Public Policy di SGPP Indonesia: admissions.sgpp.ac.id admissions@sgpp.ac.id https://wa.me/628111522504 Playlist episode ""Endgame"" lainnya: https://www.youtube.com/playlist?list=PL-hh_bKgnJ6Ei5kSajZ1I6ZdmLXhbMzOL Dengarkan juga di Spotify: https://open.spotify.com/show/72q1XjiuFViF2tx7IbQ5X5?si=B-l7hi7ET7uYmu6kbyhs7w Kunjungi dan subscribe: https://www.youtube.com/channel/UCu8fHdbHwJ1MFqf7Uz95aFw https://www.youtube.com/c/VisinemaPictures -------------------------- Penanda Bab: 0:00:00 Intro 0:02:00 Anak ""Korban Perang Dunia"" 0:09:54 Teknologi & Kemampuan Berpikir Filosofis 0:22:46 Agregasi Identitas 0:37:54 Sistem Yang Tepat 0:52:32 Kemiskinan Ide 0:59:03 HAM di Mata HA 1:14:04 Ekualitas vs Ekuitas 1:29:30 Blockchain dan HAM"
121;Fundamental Investasi untuk Negeri - Luky Alfirman | Endgame #66;https://www.youtube.com/watch?v=GbP8o8ce6iY;Gita Wirjawan;60365;PT1H39M38S;886;2022-02-02T14:01:29Z;"Melanjutkan perbincangan dengan Menteri Keuangan Sri Mulyani mengenai pembangunan yang lebih inklusif dan berkelanjutan, Direktur Jenderal Pengelolaan Pembiayaan dan Risiko Kementerian Keuangan, Luky Alfirman menjelaskan langkah-langkah inovatif yang diambil pemerintah untuk membiayai program-program prioritas dan merealisasikan potensi Indonesia menjadi negara maju. Sebuah kolaborasi dengan Direktorat Jenderal Pengelolaan Pembiayaan dan Risiko Kementerian Keuangan RI. Endgame mengajak kamu mengeksplor lebih jauh tentang sudut pandang tokoh-tokoh yang membentuk narasi hari ini dan masa depan. Sebuah program oleh School of Government and Public Policy Indonesia, dengan dukungan produksi oleh Visinema Pictures. Episode baru tayang setiap Rabu pukul 5 sore (WIB). -------------------------- Pre-Order merchandise resmi Endgame: https://wa.me//628119182045 Playlist episode ""Endgame"" lainnya: https://www.youtube.com/playlist?list=PL-hh_bKgnJ6Ei5kSajZ1I6ZdmLXhbMzOL Dengarkan juga di Spotify: https://open.spotify.com/show/72q1XjiuFViF2tx7IbQ5X5?si=B-l7hi7ET7uYmu6kbyhs7w Kunjungi dan subscribe: https://www.youtube.com/channel/UCu8fHdbHwJ1MFqf7Uz95aFw https://www.youtube.com/c/VisinemaPictures -------------------------- Penanda Bab: 0:00:00 Intro 0:00:45 Masa Kecil Luky Alfirman 0:08:32 Pajak 0:22:05 “Berburu di Kebun Binatang” 0:26:49 Produktivitas 0:33:46 Fundamental Berutang 0:46:58 Instrumen Pembiayaan 0:54:35 SBN Ritel 1:02:38 Minat Gen Y&Z Terhadap ORI 1:14:43 Kenaikan Bunga 1:21:19 “Spending Better”"
